"MOLECULE","Prediction"
"ACT1_M_63076",4.57441473046882
"ACT1_M_63763",4.45133627618861
"ACT1_M_64567",4.5138467700054
"ACT1_M_66921",4.54760099233583
"ACT1_M_67606",4.39901444805195
"ACT1_M_68169",4.40552364772727
"ACT1_M_68175",4.52162275
"ACT1_M_68535",6.08246851674306
"ACT1_M_69102",4.67202512802198
"ACT1_M_74148",4.61707388743927
"ACT1_M_75357",4.42422532678723
"ACT1_M_75841",4.40534475756478
"ACT1_M_75842",4.4389291987799
"ACT1_M_82361",4.5507136524897
"ACT1_M_88383",4.33524221379045
"ACT1_M_88517",4.37176885190593
"ACT1_M_89341",4.60590964922175
"ACT1_M_92614",4.62738271656
"ACT1_M_98001",4.40408041758976
"ACT1_M_99118",4.69713777940749
"ACT1_M_102655",4.55748692374656
"ACT1_M_105191",4.77287586924119
"ACT1_M_108865",4.38222192212276
"ACT1_M_108866",4.48502805357143
"ACT1_M_109736",4.61966205669177
"ACT1_M_110338",4.628025125025
"ACT1_M_111321",4.54301666666667
"ACT1_M_111576",4.61966753450193
"ACT1_M_111996",4.56243155669177
"ACT1_M_112566",4.63951073955626
"ACT1_M_114732",5.29676603203781
"ACT1_M_114762",4.62128848351648
"ACT1_M_114763",4.70826292840016
"ACT1_M_114767",4.64498778289474
"ACT1_M_114768",4.52670071405229
"ACT1_M_114769",4.55303808928571
"ACT1_M_114770",4.54047227556022
"ACT1_M_114774",4.52485764460784
"ACT1_M_114824",4.45669722259758
"ACT1_M_114851",4.44781082652184
"ACT1_M_115070",4.94473971520147
"ACT1_M_115194",5.05196927579365
"ACT1_M_115327",4.8627180485348
"ACT1_M_115412",4.679322
"ACT1_M_115414",4.71050441666667
"ACT1_M_116226",4.52914882703081
"ACT1_M_116363",4.53475849369748
"ACT1_M_116479",4.98828283333333
"ACT1_M_116584",5.33553742753623
"ACT1_M_116723",4.76226877272727
"ACT1_M_116902",4.68045464627845
"ACT1_M_118192",4.54067327941176
"ACT1_M_118370",4.51965409361472
"ACT1_M_118622",4.83712672216732
"ACT1_M_118784",5.14259564285714
"ACT1_M_119699",4.48362566666667
"ACT1_M_119808",4.88039201390905
"ACT1_M_120386",5.05831167929293
"ACT1_M_120430",4.69791178764052
"ACT1_M_120555",4.54901266905793
"ACT1_M_120556",4.69556814538369
"ACT1_M_120563",4.72082592460317
"ACT1_M_120585",4.82813176864889
"ACT1_M_120588",4.61469089133089
"ACT1_M_120594",4.70541854761905
"ACT1_M_120599",4.48890874145299
"ACT1_M_120604",4.84982202460318
"ACT1_M_120606",4.64239572222222
"ACT1_M_120610",4.59127676388889
"ACT1_M_120614",4.7545079689166
"ACT1_M_120616",5.1847773829849
"ACT1_M_120620",4.98042943055555
"ACT1_M_120626",4.65874726388889
"ACT1_M_120639",4.64625435445384
"ACT1_M_120640",4.50404435760598
"ACT1_M_120641",4.54484535540662
"ACT1_M_120642",4.52290879461995
"ACT1_M_120643",4.43363705836355
"ACT1_M_120644",4.66607886387164
"ACT1_M_120645",4.53675676351661
"ACT1_M_120660",5.23481996843434
"ACT1_M_120661",5.08464278391053
"ACT1_M_120675",4.71954797222222
"ACT1_M_120684",4.69103579075443
"ACT1_M_120685",4.68136703174603
"ACT1_M_120687",4.59289073119878
"ACT1_M_120689",4.43906479001862
"ACT1_M_120699",4.74352538888889
"ACT1_M_120703",4.94151493055556
"ACT1_M_120711",4.61550288095238
"ACT1_M_120726",4.62815481820161
"ACT1_M_120733",4.75953825482626
"ACT1_M_120777",4.86462522653071
"ACT1_M_120778",4.97158343740749
"ACT1_M_120779",4.91249062503696
"ACT1_M_120780",4.87700455389986
"ACT1_M_120782",4.64964953727754
"ACT1_M_120786",4.66410920199592
"ACT1_M_120789",4.43555900016247
"ACT1_M_120913",4.71538052531109
"ACT1_M_120922",4.57708773824835
"ACT1_M_121003",4.58825328012265
"ACT1_M_121139",4.68091315780496
"ACT1_M_121140",4.6975125984006
"ACT1_M_121141",4.69945403025792
"ACT1_M_121142",4.60159695631201
"ACT1_M_121144",4.59337725144494
"ACT1_M_121145",4.65043504365274
"ACT1_M_121146",4.56589197782934
"ACT1_M_121147",4.64888374768659
"ACT1_M_121171",4.44241376538826
"ACT1_M_121185",4.84468656169292
"ACT1_M_121212",4.98379662962963
"ACT1_M_121218",4.87512054545454
"ACT1_M_121219",4.79469638888889
"ACT1_M_121221",4.47290141666667
"ACT1_M_121222",4.56379852571528
"ACT1_M_121224",4.75980266666667
"ACT1_M_121225",4.57259740391639
"ACT1_M_121229",4.57217052912748
"ACT1_M_121249",4.75128059811828
"ACT1_M_121281",4.64613608333333
"ACT1_M_121282",4.66376297222222
"ACT1_M_121283",4.74916788614164
"ACT1_M_121284",4.51728475757576
"ACT1_M_121293",4.68186869279529
"ACT1_M_121294",4.85261772222222
"ACT1_M_121297",5.04021734811022
"ACT1_M_121303",4.55352338876488
"ACT1_M_121310",4.91585773737374
"ACT1_M_121315",4.84024327559524
"ACT1_M_121327",4.89492661309524
"ACT1_M_121330",4.84134372222222
"ACT1_M_121333",4.759078791998
"ACT1_M_121334",4.54024277777778
"ACT1_M_121338",4.80386952480843
"ACT1_M_121340",4.82331798229548
"ACT1_M_121374",4.60041610824645
"ACT1_M_121379",4.59075853303593
"ACT1_M_121412",4.7275179859871
"ACT1_M_121416",4.82397145138889
"ACT1_M_121417",4.79912839555966
"ACT1_M_121418",4.64429795833333
"ACT1_M_121419",4.64429795833333
"ACT1_M_121427",4.65567479578755
"ACT1_M_121449",4.69573145761183
"ACT1_M_121468",4.68648514464215
"ACT1_M_121479",4.67641146626984
"ACT1_M_121524",4.84021358645241
"ACT1_M_121531",4.51025432616045
"ACT1_M_121532",4.40331629866947
"ACT1_M_121539",4.61521282604238
"ACT1_M_121543",4.59283095289855
"ACT1_M_121544",4.73484395353925
"ACT1_M_121545",4.88044482936508
"ACT1_M_121546",4.89729043854773
"ACT1_M_121551",4.70469018705036
"ACT1_M_121552",4.68171173466941
"ACT1_M_121555",4.51995935089774
"ACT1_M_121557",4.85954110042017
"ACT1_M_121558",4.79636510606061
"ACT1_M_121559",4.4896727972023
"ACT1_M_121560",4.71627221190476
"ACT1_M_121561",4.83950993024504
"ACT1_M_121583",4.42332365591206
"ACT1_M_121589",4.60180046464646
"ACT1_M_121606",4.54958517424242
"ACT1_M_121653",5.04658546428571
"ACT1_M_121654",4.47816497209821
"ACT1_M_121656",4.7074424115942
"ACT1_M_121674",4.74312511682616
"ACT1_M_121677",4.85858823136646
"ACT1_M_121678",4.70106464492754
"ACT1_M_121679",4.71541375
"ACT1_M_121681",4.42861488455988
"ACT1_M_121682",5.04748188888889
"ACT1_M_121683",4.50425712999561
"ACT1_M_121694",4.3960477979798
"ACT1_M_121697",4.79747041786627
"ACT1_M_121698",4.52875966375969
"ACT1_M_121699",4.67035198788247
"ACT1_M_121702",4.53010140413059
"ACT1_M_121711",4.75815348015873
"ACT1_M_121712",4.70904687833981
"ACT1_M_121722",4.99064387655971
"ACT1_M_121723",5.19403430555556
"ACT1_M_121726",4.43916769265915
"ACT1_M_121728",4.47612498123543
"ACT1_M_121734",4.80099199377395
"ACT1_M_121735",4.5725291909658
"ACT1_M_121743",4.94934188186813
"ACT1_M_121745",4.96965340151515
"ACT1_M_121746",4.99283995238095
"ACT1_M_121822",4.871105
"ACT1_M_121832",4.55892206722689
"ACT1_M_121846",4.94408120238095
"ACT1_M_121849",4.76437071520147
"ACT1_M_121851",4.54450196428571
"ACT1_M_121855",4.42474557142857
"ACT1_M_121856",4.55110922685185
"ACT1_M_121859",4.63275176010101
"ACT1_M_121930",4.7844345628643
"ACT1_M_122027",5.01992038888889
"ACT1_M_122087",4.45429983964647
"ACT1_M_122103",4.48580382723847
"ACT1_M_122108",4.43440247693414
"ACT1_M_122109",4.87278647222222
"ACT1_M_122110",4.74567960109465
"ACT1_M_122114",4.7615904469697
"ACT1_M_122123",5.15400610185185
"ACT1_M_122492",4.4515438125
"ACT1_M_122611",4.82983814285714
"ACT1_M_122776",4.72092661111111
"ACT1_M_122801",4.5763320347553
"ACT1_M_122818",4.58502509945304
"ACT1_M_122819",4.52258837978796
"ACT1_M_122820",4.53011523775253
"ACT1_M_122850",4.48884149084249
"ACT1_M_122889",4.70260036870074
"ACT1_M_122895",4.58994938546185
"ACT1_M_122899",4.59395267792062
"ACT1_M_123008",4.89050441666667
"ACT1_M_123012",4.50650319222689
"ACT1_M_123023",4.59806051034131
"ACT1_M_123035",4.64151045670996
"ACT1_M_123036",4.72529646967925
"ACT1_M_123055",4.56712679217927
"ACT1_M_123070",4.53448747873364
"ACT1_M_123072",4.70745405552876
"ACT1_M_123075",4.63923975089606
"ACT1_M_123077",4.76662456256921
"ACT1_M_123078",4.90608364590255
"ACT1_M_123599",4.77090763888889
"ACT1_M_123653",4.80195805550066
"ACT1_M_123664",4.45885614715951
"ACT1_M_124006",4.66601490447958
"ACT1_M_124415",5.10793470238095
"ACT1_M_124823",4.82696303689937
"ACT1_M_125044",4.8663127775889
"ACT1_M_125119",4.74656166666667
"ACT1_M_125120",4.74656166666667
"ACT1_M_125610",4.69562130764579
"ACT1_M_125613",4.73927179761905
"ACT1_M_125614",4.71329410209656
"ACT1_M_125615",4.61987905405559
"ACT1_M_125618",4.75720911040109
"ACT1_M_125619",4.55144104882232
"ACT1_M_125621",4.68840223484848
"ACT1_M_125623",4.61428783747873
"ACT1_M_125642",4.68976235336717
"ACT1_M_125647",4.61535990476191
"ACT1_M_125752",4.57623609471899
"ACT1_M_125923",4.56888394068046
"ACT1_M_125928",4.63497685714286
"ACT1_M_125932",4.85526288565891
"ACT1_M_126188",4.68377178916531
"ACT1_M_126388",4.68405944799499
"ACT1_M_126404",4.69266269191919
"ACT1_M_126468",4.71758083333333
"ACT1_M_126560",4.57107894121324
"ACT1_M_126688",4.44765147650878
"ACT1_M_126726",4.45327385967113
"ACT1_M_126791",4.52328778409091
"ACT1_M_126872",4.4493429260389
"ACT1_M_127283",4.59758660309959
"ACT1_M_127428",4.48300316451586
"ACT1_M_127442",4.49237388612178
"ACT1_M_127648",4.39436026239783
"ACT1_M_127695",4.45870579877369
"ACT1_M_127819",4.34893320833333
"ACT1_M_127973",4.87781279016064
"ACT1_M_128150",4.55827851190476
"ACT1_M_128185",4.67516923633603
"ACT1_M_129789",4.77463591522326
"ACT1_M_129891",4.69991317460317
"ACT1_M_129892",4.72482944318182
"ACT1_M_130042",5.10526542929293
"ACT1_M_130063",4.45485657738095
"ACT1_M_130159",4.54221630618326
"ACT1_M_130239",4.323791
"ACT1_M_130264",4.5265017073342
"ACT1_M_130371",4.43606158333333
"ACT1_M_130376",4.54018510606061
"ACT1_M_130527",4.86959771953781
"ACT1_M_130528",4.86959771953781
"ACT1_M_130529",4.86959771953781
"ACT1_M_130658",4.59738089285714
"ACT1_M_130989",4.52305055555555
"ACT1_M_131226",4.5771652948718
"ACT1_M_131363",4.6404484013138
"ACT1_M_131364",4.6404484013138
"ACT1_M_131373",4.86803083333333
"ACT1_M_131390",4.51011161922391
"ACT1_M_131391",4.89317102474575
"ACT1_M_131392",4.53913565138996
"ACT1_M_131393",4.52229162486247
"ACT1_M_131394",4.52901279790026
"ACT1_M_131395",4.80694515439969
"ACT1_M_131396",4.76801563516671
"ACT1_M_131408",4.46808572222222
"ACT1_M_131499",5.09288095436508
"ACT1_M_131554",4.61062922222222
"ACT1_M_131572",4.6299866303515
"ACT1_M_131576",4.50873983588634
"ACT1_M_131583",4.64057020674603
"ACT1_M_131606",4.63818860307017
"ACT1_M_131877",4.69121067558058
"ACT1_M_131880",4.85630929901961
"ACT1_M_132122",4.62696185838482
"ACT1_M_132182",5.01915637457912
"ACT1_M_132201",4.59793864285714
"ACT1_M_132253",7.04595499603175
"ACT1_M_132266",4.79857707142857
"ACT1_M_132308",4.87498975
"ACT1_M_132317",4.61779823438498
"ACT1_M_132803",4.50774257146873
"ACT1_M_132906",4.85900291390311
"ACT1_M_132908",4.51042913846222
"ACT1_M_132909",4.67578616666667
"ACT1_M_133011",4.816088375
"ACT1_M_133013",4.84886791666667
"ACT1_M_133029",4.54247360920662
"ACT1_M_133069",4.68973775110072
"ACT1_M_133079",4.36745946290652
"ACT1_M_133132",5.01427974512987
"ACT1_M_133139",4.66807316779601
"ACT1_M_133177",4.62521754105294
"ACT1_M_133178",4.95701883333333
"ACT1_M_133180",4.65435400539747
"ACT1_M_133181",4.57233809259259
"ACT1_M_133201",4.62091872807017
"ACT1_M_133202",4.62091872807017
"ACT1_M_133224",4.38192350288019
"ACT1_M_133523",4.80332102898551
"ACT1_M_133703",4.86958375
"ACT1_M_133796",4.70750496428571
"ACT1_M_133799",4.56114444775442
"ACT1_M_133837",4.84246200980392
"ACT1_M_133838",5.08286910487225
"ACT1_M_133840",5.3951893513369
"ACT1_M_133842",4.59265820424837
"ACT1_M_133843",4.86111592647059
"ACT1_M_133943",4.80963054761905
"ACT1_M_133944",4.76969516666667
"ACT1_M_133945",4.79682725
"ACT1_M_133995",4.77874739285714
"ACT1_M_134031",4.76136627626645
"ACT1_M_134055",4.69101771648551
"ACT1_M_134127",4.59296015032458
"ACT1_M_134288",4.77276477680742
"ACT1_M_134289",4.56713929496504
"ACT1_M_134542",4.52516595340722
"ACT1_M_134570",4.87851938970588
"ACT1_M_134578",4.42434541666667
"ACT1_M_134595",4.38960686983672
"ACT1_M_134606",4.5697358807815
"ACT1_M_134613",4.49372117857143
"ACT1_M_134614",4.53719017711455
"ACT1_M_134616",4.78243062648809
"ACT1_M_134617",4.60267850408348
"ACT1_M_134668",4.67389651647979
"ACT1_M_134697",4.44424447482517
"ACT1_M_134714",4.61059915959302
"ACT1_M_134758",4.61309720542635
"ACT1_M_134772",4.76183364903846
"ACT1_M_134773",4.73301186688312
"ACT1_M_134902",4.7864344666412
"ACT1_M_135005",4.49498508333333
"ACT1_M_135052",4.57562836801575
"ACT1_M_135053",4.5471521652442
"ACT1_M_135054",4.57419463472817
"ACT1_M_135055",4.8970786781703
"ACT1_M_135082",4.40210508333333
"ACT1_M_135132",4.53316793401628
"ACT1_M_135219",4.58091101495726
"ACT1_M_135242",4.78418390779645
"ACT1_M_135320",4.77851245184932
"ACT1_M_135373",4.68188121848924
"ACT1_M_135377",4.5158506849118
"ACT1_M_135389",5.07304489285714
"ACT1_M_135392",4.450307625
"ACT1_M_135407",4.380435
"ACT1_M_135414",4.51423904166667
"ACT1_M_135421",4.335615
"ACT1_M_135422",4.335615
"ACT1_M_135465",4.56101017256104
"ACT1_M_135540",4.63706128571428
"ACT1_M_135544",4.43081883333333
"ACT1_M_135560",4.6982081953405
"ACT1_M_135593",4.39695532936508
"ACT1_M_135630",4.7388815
"ACT1_M_135633",4.76684706547619
"ACT1_M_135635",4.5714025
"ACT1_M_135636",4.52291666666667
"ACT1_M_135637",4.48818091666666
"ACT1_M_135645",4.76378782743131
"ACT1_M_135648",4.51377483333333
"ACT1_M_135656",4.83368452380953
"ACT1_M_135657",4.71028133791209
"ACT1_M_135658",4.90579663888889
"ACT1_M_135662",4.52080205555555
"ACT1_M_135680",4.48518855555555
"ACT1_M_135681",4.48574181642512
"ACT1_M_135682",4.51371208333333
"ACT1_M_135684",4.55026455952381
"ACT1_M_135686",4.49120733333333
"ACT1_M_135716",4.44738097826087
"ACT1_M_135719",4.47873786562848
"ACT1_M_135724",4.54469454273504
"ACT1_M_135730",4.86701675745379
"ACT1_M_135731",4.88025473982558
"ACT1_M_135830",4.82853069047619
"ACT1_M_135842",4.79625579045894
"ACT1_M_135860",4.63681687920968
"ACT1_M_135866",4.43183390759359
"ACT1_M_135867",4.43504690630465
"ACT1_M_135892",4.4820555
"ACT1_M_135896",4.4186661758974
"ACT1_M_135967",4.7287335465368
"ACT1_M_135977",4.51677919875524
"ACT1_M_136009",4.48031665384615
"ACT1_M_136020",4.43092944973545
"ACT1_M_136066",4.41942245900254
"ACT1_M_136069",4.67373531041987
"ACT1_M_136077",4.41770728017271
"ACT1_M_136104",4.42866210991845
"ACT1_M_136107",4.53747291666667
"ACT1_M_136216",4.92416459722222
"ACT1_M_136241",4.43539034195898
"ACT1_M_136243",4.49425888690476
"ACT1_M_136246",4.44315911394558
"ACT1_M_136247",4.43923887820513
"ACT1_M_136258",4.93892899448685
"ACT1_M_136280",4.67761784126984
"ACT1_M_136283",5.02179950816994
"ACT1_M_136284",5.01725027380953
"ACT1_M_136298",5.04245532417582
"ACT1_M_136299",4.97150138186813
"ACT1_M_136302",4.62436316071429
"ACT1_M_136348",4.52036962950627
"ACT1_M_136354",4.97978184415584
"ACT1_M_136355",4.59458575
"ACT1_M_136410",4.50522016666667
"ACT1_M_136420",4.67438441269841
"ACT1_M_136423",4.5960036204594
"ACT1_M_136502",4.44437927884615
"ACT1_M_136537",4.61598370833333
"ACT1_M_136538",4.44970695833333
"ACT1_M_136548",4.5197795
"ACT1_M_136549",4.4351504
"ACT1_M_136550",4.40561865
"ACT1_M_136554",4.37870765
"ACT1_M_136560",4.66433998268398
"ACT1_M_136565",4.77585839285714
"ACT1_M_136599",4.76616559621519
"ACT1_M_136600",4.40253289783318
"ACT1_M_136627",4.320452
"ACT1_M_136661",4.42594433333333
"ACT1_M_136662",5.16191440539346
"ACT1_M_136668",4.60897826866634
"ACT1_M_136670",4.65687150569976
"ACT1_M_136675",4.55833022793264
"ACT1_M_136691",4.65378398809524
"ACT1_M_136738",4.62559498295454
"ACT1_M_136739",4.78068350192612
"ACT1_M_136774",4.77780972822382
"ACT1_M_136791",4.31718393326746
"ACT1_M_136796",4.33989641566174
"ACT1_M_136799",4.7494716575726
"ACT1_M_136806",4.87515591666667
"ACT1_M_136808",4.4928059071618
"ACT1_M_136812",4.30918617948718
"ACT1_M_136813",4.30918617948718
"ACT1_M_136814",4.75634879166667
"ACT1_M_136815",4.34008726923077
"ACT1_M_136816",4.90954520238095
"ACT1_M_136820",4.35907425
"ACT1_M_136838",4.48046601948052
"ACT1_M_136847",4.73734633333333
"ACT1_M_136849",4.55531558333333
"ACT1_M_136851",4.67114883333333
"ACT1_M_136853",4.98247790476191
"ACT1_M_136858",4.59898074116162
"ACT1_M_136862",4.57727200356241
"ACT1_M_136887",5.05417754761905
"ACT1_M_136890",4.96024196565934
"ACT1_M_136891",4.68739919110887
"ACT1_M_136892",4.5376043924184
"ACT1_M_136893",4.62771969720497
"ACT1_M_136894",4.53747605420288
"ACT1_M_136895",5.02412413690476
"ACT1_M_136921",4.49341235714286
"ACT1_M_136984",4.45010489462927
"ACT1_M_136993",4.42871166550911
"ACT1_M_136995",4.48123980939716
"ACT1_M_136996",4.36021193145161
"ACT1_M_136998",4.64769375851019
"ACT1_M_137009",4.43915527777778
"ACT1_M_137011",4.55772461372704
"ACT1_M_137013",5.07602184850607
"ACT1_M_137014",4.31250039285714
"ACT1_M_137016",4.52850008621352
"ACT1_M_137024",4.48705452710027
"ACT1_M_137026",4.41270393280283
"ACT1_M_137051",4.76938136706349
"ACT1_M_137052",4.80347260714286
"ACT1_M_137058",5.04913939015151
"ACT1_M_137059",4.74726305731751
"ACT1_M_137065",4.58146324528117
"ACT1_M_137071",4.52364731637496
"ACT1_M_137072",4.53506064970829
"ACT1_M_137073",4.61974444200627
"ACT1_M_137074",4.46985900192612
"ACT1_M_137077",4.75012671976601
"ACT1_M_137078",4.75012671976601
"ACT1_M_137079",4.34808259893268
"ACT1_M_137080",4.74171738211986
"ACT1_M_137081",4.50546150439486
"ACT1_M_137085",4.39424636983672
"ACT1_M_137099",4.66789133333333
"ACT1_M_137152",4.54809459595959
"ACT1_M_137154",4.35570817948718
"ACT1_M_137171",4.58000315913018
"ACT1_M_137179",4.60832154229643
"ACT1_M_137182",4.71473914641311
"ACT1_M_137183",4.62259827141311
"ACT1_M_137184",4.64546058201917
"ACT1_M_137185",4.46135768612179
"ACT1_M_137186",4.60186760474644
"ACT1_M_137187",4.81174473484848
"ACT1_M_137188",4.79637582823129
"ACT1_M_137191",4.37146108333333
"ACT1_M_137219",4.37062083928571
"ACT1_M_137221",4.44486699285714
"ACT1_M_137228",4.37684875
"ACT1_M_137230",4.51346138800164
"ACT1_M_137232",4.65454075
"ACT1_M_137233",4.85751893181818
"ACT1_M_137240",4.64495491414141
"ACT1_M_137244",4.36816635671386
"ACT1_M_137254",4.46403899561403
"ACT1_M_137284",4.82208513768116
"ACT1_M_137285",4.58348240303001
"ACT1_M_137287",4.78478728927956
"ACT1_M_137288",4.7004365952381
"ACT1_M_137289",4.5488156194299
"ACT1_M_137290",4.54459372325085
"ACT1_M_137291",4.56853207222378
"ACT1_M_137292",4.35500934804879
"ACT1_M_137307",4.52118072311828
"ACT1_M_137308",4.80105895833333
"ACT1_M_137333",4.75186708901515
"ACT1_M_137342",4.46822705730456
"ACT1_M_137344",4.48447738888889
"ACT1_M_137360",4.69066758648813
"ACT1_M_137361",4.45487966666667
"ACT1_M_137369",4.43779612820513
"ACT1_M_137370",4.54740612820513
"ACT1_M_137371",4.53010762820513
"ACT1_M_137372",4.53010762820513
"ACT1_M_137395",4.45847625
"ACT1_M_137417",4.64502916382147
"ACT1_M_137418",4.51353619139929
"ACT1_M_137419",4.61605661452763
"ACT1_M_137420",4.58356067893619
"ACT1_M_137421",4.54342247816399
"ACT1_M_137501",4.63907507142857
"ACT1_M_137507",4.31540207526231
"ACT1_M_137516",4.765501700848
"ACT1_M_137521",4.44876967633888
"ACT1_M_137598",4.65370396456693
"ACT1_M_137634",4.52850008621352
"ACT1_M_137635",4.30316
"ACT1_M_137644",4.43072452777778
"ACT1_M_137690",4.73957509133081
"ACT1_M_137722",4.91809970682731
"ACT1_M_137730",5.11789283426029
"ACT1_M_137761",4.48188156839437
"ACT1_M_137762",4.47822899475162
"ACT1_M_137763",4.5925672085106
"ACT1_M_137764",4.50220610109718
"ACT1_M_137765",4.46865390412748
"ACT1_M_137766",4.51026259090909
"ACT1_M_137767",4.54994113240288
"ACT1_M_137770",4.73863935822511
"ACT1_M_137771",4.37329990115129
"ACT1_M_137772",4.71195976383399
"ACT1_M_137773",4.54438767496081
"ACT1_M_137774",4.45611442034185
"ACT1_M_137805",4.73926761214631
"ACT1_M_137806",5.02253687356434
"ACT1_M_137807",4.99780607686105
"ACT1_M_137846",4.43267716071429
"ACT1_M_137848",4.43984466071429
"ACT1_M_137850",4.44953283536585
"ACT1_M_137855",4.54091540526141
"ACT1_M_137876",4.43978081632653
"ACT1_M_137931",4.53314773148148
"ACT1_M_137934",4.7528146302521
"ACT1_M_137938",4.41395597657952
"ACT1_M_138000",4.79994538023088
